id,edad,genero,pais,tipo_habitacion,precio_por_noche,tipo_tarjeta,noches,todo_incluido,mantenimiento_por_noche
951,83,hombre,Argentina,triple,150€,Amex,3,si,5€
952,90,mujer,EEUU,triple,150€,otra,2,si,20€
953,55,mujer,Colombia,triple,70€,Amex,5,si,
954,81,hombre,Chile,cuadruple,70€,Amex,10,si,10€
955,48,hombre,Italia,doble,90€,otra,3,no,
956,22,hombre,Chile,individual,90€,Visa,3,si,20€
957,85,hombre,Colombia,doble,,MasterCard,2,si,5€
958,89,hombre,Alemania,doble,,MasterCard,2,no,
959,36,mujer,Chile,doble,120€,Visa,7,no,15€
960,61,mujer,Argentina,individual,70€,otra,4,si,10€
961,32,hombre,México,individual,90€,otra,1,no,20€
962,24,hombre,España,cuadruple,120€,Visa,7,si,15€
963,69,hombre,Italia,cuadruple,150€,Visa,4,no,5€
964,80,hombre,Colombia,cuadruple,200€,otra,8,no,20€
965,63,mujer,Argentina,individual,50€,Amex,10,no,5€
966,64,mujer,España,cuadruple,150€,otra,2,si,15€
967,58,mujer,España,triple,70€,Visa,3,no,20€
968,60,mujer,Argentina,individual,90€,MasterCard,7,no,
969,55,mujer,EEUU,individual,200€,MasterCard,1,no,20€
970,43,mujer,España,doble,70€,Visa,6,no,
971,63,mujer,Italia,triple,120€,Visa,1,no,
972,60,hombre,Argentina,triple,120€,Visa,10,no,10€
973,88,mujer,Argentina,cuadruple,,Amex,5,no,20€
974,40,hombre,México,triple,70€,Visa,4,si,15€
975,73,mujer,Alemania,cuadruple,90€,Visa,10,no,5€
976,32,mujer,EEUU,triple,150€,Amex,5,no,
977,24,hombre,España,cuadruple,120€,Amex,1,no,
978,66,mujer,Francia,cuadruple,50€,Visa,6,no,20€
979,29,hombre,Italia,doble,150€,otra,6,si,5€
980,27,mujer,Chile,individual,200€,otra,4,no,5€
981,33,hombre,Chile,doble,120€,Amex,4,si,10€
982,41,mujer,EEUU,doble,70€,otra,1,no,5€
983,46,mujer,EEUU,cuadruple,90€,otra,3,no,
984,24,mujer,Colombia,triple,70€,Amex,4,no,5€
985,23,hombre,EEUU,triple,150€,Visa,4,no,15€
986,18,hombre,Chile,doble,90€,Amex,3,si,
987,54,hombre,España,individual,50€,otra,3,si,10€
988,64,hombre,México,cuadruple,,Visa,6,no,10€
989,84,hombre,España,triple,70€,otra,9,si,
990,18,mujer,Alemania,individual,90€,Amex,7,no,10€
991,82,mujer,Chile,individual,70€,otra,2,si,10€
992,69,mujer,México,doble,120€,otra,6,no,20€
993,20,mujer,Italia,triple,200€,MasterCard,4,no,5€
994,39,hombre,EEUU,individual,90€,Amex,3,si,5€
995,82,mujer,México,doble,200€,Visa,10,no,5€
996,62,mujer,Francia,cuadruple,70€,otra,9,si,20€
997,54,mujer,España,doble,200€,otra,10,si,10€
998,21,mujer,Francia,individual,70€,Visa,4,si,5€
999,90,mujer,Francia,cuadruple,90€,MasterCard,4,si,
1000,40,mujer,Colombia,triple,90€,Visa,4,si,5€
1001,30,hombre,Italia,triple,150€,Visa,2,no,10€
1002,65,hombre,Argentina,individual,70€,MasterCard,9,no,15€
1003,77,hombre,Alemania,cuadruple,120€,otra,2,no,15€
1004,64,mujer,España,cuadruple,200€,MasterCard,2,si,
1005,36,mujer,Colombia,cuadruple,150€,MasterCard,10,si,10€
1006,33,mujer,Alemania,doble,150€,otra,4,si,10€
1007,60,hombre,Argentina,cuadruple,200€,Amex,7,si,20€
1008,46,mujer,Francia,triple,50€,Amex,3,si,20€
1009,81,hombre,Chile,individual,,otra,5,no,5€
1010,24,hombre,Italia,triple,200€,otra,9,no,15€
1011,61,hombre,Argentina,doble,200€,Visa,5,si,5€
1012,85,mujer,Colombia,cuadruple,70€,MasterCard,6,si,10€
1013,89,hombre,Argentina,doble,70€,Amex,1,si,
1014,25,hombre,Italia,doble,120€,Visa,6,no,10€
1015,19,mujer,Italia,doble,150€,Amex,10,no,15€
1016,31,hombre,Colombia,individual,90€,Visa,4,si,10€
1017,65,mujer,EEUU,triple,90€,Visa,6,no,5€
1018,60,hombre,México,triple,,otra,10,si,15€
1019,40,mujer,Chile,cuadruple,150€,otra,6,si,20€
1020,79,hombre,Francia,triple,120€,otra,3,si,20€
1021,85,mujer,Francia,individual,,Amex,4,no,
1022,44,hombre,Alemania,triple,70€,MasterCard,1,si,5€
1023,18,mujer,Italia,cuadruple,90€,MasterCard,9,si,5€
1024,36,mujer,Italia,cuadruple,120€,MasterCard,8,si,5€
1025,66,mujer,Chile,triple,50€,Amex,5,si,15€
1026,63,mujer,Italia,doble,90€,Visa,4,si,
1027,73,mujer,Italia,doble,120€,MasterCard,6,no,20€
1028,85,hombre,Chile,triple,50€,Visa,2,no,10€
1029,29,hombre,Francia,individual,70€,MasterCard,1,no,20€
1030,70,mujer,México,individual,,otra,3,no,15€
1031,47,hombre,España,cuadruple,150€,Visa,7,si,15€
1032,30,hombre,Argentina,cuadruple,150€,Visa,6,si,
1033,61,mujer,España,cuadruple,,otra,10,si,5€
1034,24,mujer,Alemania,doble,,Amex,9,si,5€
1035,66,mujer,Italia,triple,120€,MasterCard,3,si,
1036,67,mujer,Colombia,doble,90€,otra,2,no,10€
1037,71,hombre,España,doble,70€,otra,7,no,15€
1038,45,mujer,Alemania,triple,90€,Amex,8,si,10€
1039,32,mujer,Alemania,triple,120€,otra,8,si,10€
1040,50,mujer,Francia,doble,200€,otra,2,si,10€
1041,20,hombre,Chile,individual,90€,otra,9,no,20€
1042,58,hombre,México,individual,150€,Amex,1,no,15€
1043,46,mujer,EEUU,triple,120€,Visa,1,si,5€
1044,65,hombre,Argentina,triple,70€,MasterCard,5,no,15€
1045,23,hombre,Alemania,individual,120€,Amex,7,si,15€
1046,44,hombre,EEUU,cuadruple,50€,Visa,5,no,
1047,68,hombre,Alemania,individual,,Amex,6,si,15€
1048,35,hombre,Francia,doble,,otra,4,no,
1049,44,mujer,Alemania,doble,90€,Amex,6,si,5€
1050,67,mujer,México,individual,90€,Amex,9,si,5€
1051,89,mujer,Italia,cuadruple,120€,Amex,9,no,10€
1052,57,mujer,Francia,doble,50€,MasterCard,10,no,
1053,58,mujer,Francia,doble,120€,Amex,1,si,15€
1054,58,hombre,Italia,individual,50€,MasterCard,9,si,10€
1055,66,mujer,Argentina,individual,200€,otra,4,si,10€
1056,40,mujer,Francia,individual,150€,Visa,3,no,15€
1057,48,mujer,Italia,individual,200€,MasterCard,9,si,15€
1058,79,mujer,Italia,triple,150€,MasterCard,2,no,20€
1059,47,mujer,Colombia,cuadruple,120€,otra,4,si,
1060,44,mujer,Italia,doble,150€,MasterCard,6,no,
1061,42,hombre,México,triple,70€,otra,7,no,5€
1062,35,mujer,Alemania,cuadruple,200€,Visa,9,no,15€
1063,39,hombre,España,individual,150€,MasterCard,5,si,5€
1064,48,mujer,Chile,triple,200€,Visa,7,no,
1065,40,mujer,México,triple,150€,MasterCard,5,si,10€
1066,20,mujer,Alemania,doble,70€,Amex,7,no,
1067,35,hombre,Italia,individual,90€,Amex,3,si,20€
1068,68,mujer,Colombia,individual,50€,Amex,6,no,
1069,58,mujer,México,cuadruple,50€,MasterCard,2,no,20€
1070,88,hombre,México,triple,70€,otra,5,si,10€
1071,29,hombre,España,triple,,Visa,6,si,20€
1072,51,hombre,EEUU,doble,200€,Visa,10,si,5€
1073,30,hombre,Italia,individual,,MasterCard,3,si,20€
1074,46,hombre,México,triple,,otra,9,si,20€
1075,34,mujer,EEUU,triple,70€,otra,4,no,15€
1076,61,mujer,Colombia,cuadruple,90€,Amex,2,si,20€
1077,85,mujer,EEUU,cuadruple,90€,Amex,1,no,5€
1078,63,hombre,EEUU,cuadruple,200€,otra,5,si,15€
1079,53,hombre,Chile,cuadruple,,otra,10,no,15€
1080,82,mujer,España,doble,90€,MasterCard,5,no,15€
1081,30,hombre,Alemania,doble,90€,Amex,2,si,10€
1082,60,hombre,Chile,triple,,MasterCard,1,no,5€
1083,27,mujer,España,triple,200€,otra,9,no,10€
1084,89,hombre,Chile,cuadruple,120€,MasterCard,6,no,
1085,63,mujer,Alemania,triple,120€,MasterCard,10,si,15€
1086,49,mujer,Alemania,doble,200€,Amex,1,si,20€
1087,20,hombre,Italia,cuadruple,200€,MasterCard,1,si,15€
1088,81,hombre,EEUU,doble,150€,Amex,6,si,15€
1089,31,mujer,Italia,cuadruple,50€,Amex,3,no,20€
1090,26,hombre,Chile,triple,120€,MasterCard,2,no,5€
1091,58,hombre,España,triple,150€,Amex,6,no,
1092,81,hombre,Chile,doble,90€,otra,1,si,10€
1093,71,hombre,Chile,triple,,Visa,2,si,15€
1094,90,hombre,Francia,individual,120€,MasterCard,4,no,5€
1095,75,hombre,México,triple,,otra,2,no,15€
1096,83,mujer,Colombia,doble,70€,Amex,6,no,5€
1097,88,hombre,EEUU,doble,70€,otra,10,si,20€
1098,55,hombre,España,cuadruple,,otra,5,no,10€
1099,77,hombre,Colombia,individual,,Amex,3,si,
1100,81,mujer,Chile,triple,50€,Amex,1,si,20€
1101,32,mujer,EEUU,cuadruple,50€,MasterCard,8,si,15€
1102,64,mujer,EEUU,doble,120€,MasterCard,6,si,5€
1103,18,mujer,Francia,doble,120€,MasterCard,5,no,
1104,53,mujer,Argentina,individual,70€,Amex,5,si,15€
1105,28,mujer,Colombia,cuadruple,200€,Visa,10,no,
1106,23,mujer,México,individual,,Amex,9,si,
1107,63,mujer,Francia,cuadruple,120€,Visa,2,no,20€
1108,34,hombre,EEUU,cuadruple,120€,otra,6,si,
1109,34,mujer,Colombia,triple,120€,MasterCard,8,no,10€
1110,61,mujer,Colombia,individual,120€,Visa,7,no,10€
1111,68,mujer,México,doble,50€,MasterCard,4,si,20€
1112,29,hombre,Italia,triple,,Amex,1,si,20€
1113,35,mujer,Italia,triple,200€,MasterCard,7,si,10€
1114,41,hombre,Argentina,triple,,Amex,10,no,5€
1115,63,hombre,EEUU,triple,50€,otra,1,si,15€
1116,74,mujer,Colombia,doble,200€,otra,7,si,
1117,66,hombre,México,triple,90€,otra,6,si,
1118,28,hombre,Colombia,triple,200€,otra,6,no,10€
1119,29,hombre,Alemania,cuadruple,,Visa,5,no,20€
1120,50,mujer,Chile,individual,90€,MasterCard,3,no,10€
1121,19,hombre,Francia,triple,70€,Amex,7,si,10€
1122,41,mujer,Alemania,triple,90€,Amex,2,no,
1123,47,mujer,México,individual,200€,Visa,9,no,15€
1124,20,hombre,Argentina,triple,,Visa,1,si,5€
1125,68,mujer,Italia,cuadruple,200€,Amex,1,no,20€
1126,36,hombre,Alemania,cuadruple,120€,MasterCard,8,si,5€
1127,87,mujer,Francia,triple,,MasterCard,6,no,10€
1128,47,mujer,México,individual,200€,otra,5,no,
1129,70,mujer,Alemania,triple,,MasterCard,6,si,20€
1130,65,mujer,Colombia,doble,90€,Visa,7,si,5€
1131,50,hombre,Argentina,cuadruple,120€,otra,4,si,5€
1132,70,mujer,Colombia,doble,150€,Visa,9,si,15€
1133,86,hombre,Italia,doble,150€,Visa,2,si,5€
1134,24,mujer,Francia,triple,90€,Visa,8,si,15€
1135,85,mujer,EEUU,individual,70€,otra,10,si,20€
1136,59,hombre,Colombia,individual,120€,MasterCard,1,no,20€
1137,48,mujer,España,individual,50€,Visa,3,no,20€
1138,54,mujer,Alemania,individual,200€,Amex,4,no,15€
1139,43,mujer,Colombia,individual,120€,otra,7,no,5€
1140,41,mujer,Colombia,triple,150€,otra,7,si,15€
1141,47,mujer,Colombia,doble,50€,Visa,6,no,10€
1142,37,hombre,Chile,doble,,otra,5,si,20€
1143,72,hombre,España,individual,70€,otra,7,si,15€
1144,76,mujer,Colombia,triple,70€,MasterCard,8,no,
1145,86,mujer,Francia,doble,200€,otra,2,si,20€
1146,58,hombre,Francia,triple,200€,Visa,1,no,15€
1147,68,hombre,Francia,doble,,otra,9,si,20€
1148,53,hombre,Francia,triple,200€,MasterCard,9,si,10€
1149,81,mujer,Chile,cuadruple,,MasterCard,7,no,10€
1150,51,mujer,EEUU,cuadruple,150€,Visa,2,no,5€
1151,34,hombre,Chile,individual,,otra,3,si,
1152,61,hombre,México,triple,,Visa,9,no,10€
1153,77,hombre,Colombia,triple,,MasterCard,3,no,
1154,55,hombre,EEUU,doble,120€,Visa,10,no,20€
1155,29,hombre,Italia,doble,150€,otra,3,si,15€
1156,36,mujer,Argentina,triple,200€,MasterCard,3,si,10€
1157,31,mujer,México,triple,150€,Amex,10,si,10€
1158,87,hombre,México,doble,,Visa,3,no,15€
1159,41,hombre,Argentina,doble,50€,otra,4,si,
1160,57,mujer,Alemania,triple,70€,MasterCard,5,si,20€
1161,74,mujer,México,doble,120€,MasterCard,5,si,5€
1162,72,mujer,Colombia,cuadruple,70€,Amex,5,si,10€
1163,27,mujer,Argentina,triple,70€,MasterCard,5,si,15€
1164,86,mujer,Argentina,cuadruple,90€,Amex,8,si,10€
1165,51,hombre,México,individual,,Visa,3,si,5€
1166,21,hombre,Francia,doble,120€,MasterCard,7,si,5€
1167,61,mujer,México,cuadruple,120€,Visa,2,no,10€
1168,55,mujer,España,triple,150€,MasterCard,10,si,15€
1169,50,hombre,Chile,doble,,MasterCard,3,si,
1170,20,mujer,Alemania,cuadruple,200€,Visa,10,no,20€
1171,19,hombre,Alemania,individual,120€,MasterCard,3,no,15€
1172,36,hombre,Francia,cuadruple,50€,Amex,10,no,
1173,76,mujer,Chile,cuadruple,90€,MasterCard,8,si,20€
1174,50,hombre,Chile,individual,70€,Amex,9,no,15€
1175,87,hombre,Argentina,cuadruple,50€,MasterCard,1,no,15€
1176,78,mujer,Chile,triple,50€,Amex,10,no,5€
1177,77,hombre,Chile,cuadruple,70€,otra,9,no,5€
1178,37,mujer,Francia,doble,200€,Amex,8,no,5€
1179,89,mujer,EEUU,triple,200€,otra,4,no,5€
1180,34,hombre,Francia,triple,50€,MasterCard,2,si,5€
1181,29,hombre,Chile,individual,50€,Amex,8,si,15€
1182,25,hombre,Francia,triple,50€,otra,1,no,
1183,38,mujer,Italia,individual,,Amex,8,si,5€
1184,73,mujer,Colombia,individual,70€,otra,8,no,20€
1185,34,mujer,Argentina,cuadruple,150€,MasterCard,9,no,15€
1186,64,mujer,EEUU,doble,,Visa,9,no,10€
1187,19,hombre,Alemania,cuadruple,200€,MasterCard,7,no,20€
1188,49,mujer,Italia,triple,120€,otra,2,no,20€
1189,31,hombre,Colombia,individual,,Amex,10,no,5€
1190,47,hombre,Argentina,triple,150€,Visa,10,si,20€
1191,88,hombre,Francia,triple,50€,Visa,3,no,10€
1192,27,hombre,EEUU,cuadruple,90€,otra,4,no,5€
1193,61,hombre,Italia,individual,90€,otra,6,no,15€
1194,51,mujer,Chile,individual,150€,Visa,3,si,15€
1195,78,hombre,Argentina,doble,120€,Amex,2,si,
1196,51,hombre,México,individual,150€,MasterCard,6,no,15€
1197,79,hombre,Italia,individual,,Amex,9,no,
1198,80,mujer,EEUU,triple,150€,Amex,7,no,10€
1199,31,hombre,Alemania,cuadruple,120€,Amex,5,si,15€
1200,25,hombre,EEUU,individual,,Amex,10,si,15€
1201,60,hombre,Francia,cuadruple,,Visa,7,no,10€
1202,51,mujer,Chile,doble,200€,Amex,3,si,15€
1203,74,hombre,España,doble,90€,Visa,6,si,
1204,55,mujer,Chile,individual,200€,Visa,3,si,15€
1205,44,mujer,México,individual,70€,Amex,4,si,20€
1206,52,mujer,Francia,cuadruple,200€,MasterCard,9,no,10€
1207,69,mujer,Alemania,doble,120€,Visa,4,si,
1208,78,mujer,Alemania,doble,,otra,6,no,10€
1209,50,mujer,Italia,individual,90€,MasterCard,2,si,15€
1210,39,hombre,EEUU,cuadruple,70€,otra,7,si,5€
1211,60,hombre,Italia,doble,,otra,3,si,
1212,56,mujer,Argentina,cuadruple,150€,Amex,2,si,
1213,65,mujer,Colombia,individual,90€,MasterCard,8,no,
1214,33,mujer,España,doble,200€,Visa,8,no,5€
1215,24,mujer,Colombia,triple,200€,MasterCard,3,si,5€
1216,41,mujer,EEUU,doble,120€,MasterCard,5,no,20€
1217,88,mujer,México,cuadruple,90€,otra,10,si,15€
1218,53,hombre,EEUU,triple,90€,MasterCard,9,si,10€
1219,43,hombre,Argentina,individual,90€,MasterCard,2,no,5€
1220,45,hombre,Francia,individual,90€,Visa,7,no,15€
1221,44,hombre,Argentina,cuadruple,70€,MasterCard,7,si,5€
1222,39,hombre,México,doble,200€,otra,10,si,10€
1223,58,mujer,Francia,triple,120€,Amex,2,si,
1224,51,hombre,EEUU,individual,200€,otra,9,si,
1225,41,mujer,Chile,individual,200€,MasterCard,9,si,5€
1226,36,hombre,EEUU,individual,,MasterCard,3,no,20€
1227,50,mujer,Argentina,triple,200€,otra,2,no,
1228,74,mujer,México,individual,70€,Visa,8,si,
1229,72,hombre,Argentina,doble,,Amex,5,si,20€
1230,63,hombre,Chile,doble,120€,otra,10,no,5€
1231,41,mujer,EEUU,triple,120€,Visa,1,si,20€
1232,74,hombre,Alemania,cuadruple,120€,Amex,5,no,5€
1233,87,mujer,España,individual,150€,MasterCard,9,si,5€
1234,24,hombre,Francia,cuadruple,150€,Visa,8,no,15€
1235,54,mujer,Francia,individual,50€,MasterCard,10,si,
1236,49,hombre,México,cuadruple,50€,Visa,6,no,20€
1237,24,hombre,EEUU,triple,,Visa,4,si,15€
1238,31,mujer,Chile,triple,,otra,6,si,5€
1239,32,mujer,México,individual,200€,Visa,6,no,
1240,85,mujer,Colombia,cuadruple,70€,otra,1,no,15€
1241,22,hombre,Colombia,doble,90€,MasterCard,9,si,15€
1242,62,mujer,Chile,cuadruple,150€,Visa,9,no,20€
1243,60,mujer,Argentina,doble,90€,otra,5,si,20€
1244,26,mujer,Italia,cuadruple,,Amex,3,no,20€
1245,78,hombre,EEUU,individual,200€,Visa,7,no,20€
1246,37,mujer,México,triple,90€,Amex,2,si,15€
1247,65,mujer,Francia,triple,120€,Visa,7,si,15€
1248,70,hombre,Alemania,doble,70€,MasterCard,10,si,5€
1249,73,hombre,Francia,doble,,otra,4,si,10€
1250,39,mujer,México,cuadruple,90€,otra,7,si,15€
1251,35,hombre,México,individual,,MasterCard,4,no,
1252,89,hombre,EEUU,triple,200€,Visa,5,si,10€
1253,33,hombre,España,cuadruple,,MasterCard,5,no,10€
1254,44,hombre,Chile,triple,70€,Amex,3,no,15€
1255,64,mujer,Alemania,individual,200€,otra,7,si,
1256,63,hombre,Chile,triple,50€,Amex,2,si,15€
1257,49,hombre,España,doble,70€,Amex,4,si,20€
1258,47,mujer,Chile,cuadruple,90€,Amex,4,no,
1259,46,hombre,Francia,cuadruple,200€,otra,8,si,
1260,68,mujer,EEUU,triple,120€,otra,5,no,15€
1261,50,hombre,Italia,cuadruple,,Visa,3,si,
1262,49,mujer,Francia,individual,120€,otra,10,si,10€
1263,67,mujer,México,doble,150€,Amex,2,no,20€
1264,45,mujer,EEUU,doble,70€,MasterCard,8,no,10€
1265,38,mujer,Alemania,cuadruple,120€,otra,10,no,20€
1266,34,mujer,España,triple,70€,Amex,3,no,15€
1267,28,hombre,EEUU,triple,70€,Visa,8,no,10€
1268,40,mujer,España,triple,150€,Amex,3,si,5€
1269,66,mujer,Chile,cuadruple,150€,Amex,9,no,20€
1270,83,mujer,Alemania,doble,50€,Amex,2,si,15€
1271,85,mujer,Francia,individual,50€,MasterCard,8,si,5€
1272,41,hombre,Chile,cuadruple,200€,Visa,5,no,15€
1273,47,mujer,Italia,individual,120€,otra,3,no,15€
1274,54,mujer,Francia,individual,,Visa,1,si,15€
1275,77,hombre,Italia,individual,120€,Visa,10,no,20€
1276,18,mujer,Alemania,triple,90€,otra,3,si,
1277,67,mujer,Chile,doble,200€,MasterCard,9,si,
1278,48,hombre,Italia,triple,200€,Visa,8,no,5€
1279,24,hombre,Francia,doble,200€,otra,5,si,
1280,28,hombre,Argentina,individual,50€,Amex,5,no,
1281,71,hombre,Colombia,doble,50€,otra,5,si,
1282,32,hombre,EEUU,cuadruple,50€,Amex,4,si,15€
1283,69,mujer,España,triple,90€,Amex,4,no,10€
1284,86,mujer,Italia,doble,,MasterCard,9,si,15€
1285,46,mujer,México,individual,,otra,2,no,5€
1286,40,hombre,Francia,triple,90€,MasterCard,3,si,20€
1287,81,hombre,Argentina,doble,200€,otra,5,si,20€
1288,40,mujer,México,doble,200€,Visa,2,no,5€
1289,89,mujer,Alemania,cuadruple,70€,Visa,1,no,15€
1290,79,hombre,España,individual,150€,Amex,7,si,
1291,32,hombre,Chile,triple,90€,MasterCard,2,no,20€
1292,75,hombre,Italia,cuadruple,150€,MasterCard,5,si,20€
1293,67,hombre,Argentina,doble,,Amex,3,si,5€
1294,68,hombre,Colombia,triple,150€,Amex,10,no,15€
1295,45,mujer,Italia,doble,200€,Amex,1,si,10€
1296,70,mujer,España,cuadruple,50€,Amex,4,no,20€
1297,71,hombre,España,cuadruple,,MasterCard,4,si,15€
1298,48,mujer,Alemania,cuadruple,70€,MasterCard,5,si,10€
1299,70,mujer,España,cuadruple,70€,Visa,4,no,10€
1300,71,mujer,España,doble,50€,Amex,7,si,
1301,37,mujer,Alemania,triple,120€,Amex,3,si,15€
1302,45,mujer,Alemania,doble,200€,otra,4,si,10€
1303,83,hombre,México,cuadruple,90€,Visa,8,si,10€
1304,79,hombre,Italia,individual,70€,otra,4,no,10€
1305,49,hombre,Alemania,triple,90€,Amex,4,no,5€
1306,26,hombre,Colombia,individual,200€,Amex,2,si,5€
1307,65,hombre,Alemania,cuadruple,70€,Amex,7,no,
1308,48,mujer,México,individual,90€,Visa,4,no,15€
1309,78,mujer,Francia,triple,90€,Amex,7,no,20€
1310,29,mujer,Alemania,cuadruple,90€,Visa,10,no,20€
1311,60,mujer,Colombia,triple,150€,otra,8,si,
1312,81,mujer,España,triple,50€,Amex,4,si,5€
1313,79,mujer,EEUU,individual,120€,Amex,6,no,15€
1314,56,hombre,Chile,cuadruple,,Visa,3,no,15€
1315,65,hombre,Colombia,cuadruple,150€,Visa,7,no,5€
1316,28,mujer,Francia,triple,70€,Visa,8,no,
1317,38,hombre,EEUU,doble,,MasterCard,5,si,
1318,33,hombre,Chile,individual,120€,MasterCard,8,no,10€
1319,63,hombre,Italia,doble,70€,Visa,1,no,20€
1320,76,hombre,EEUU,cuadruple,90€,Visa,4,no,
1321,58,mujer,Francia,individual,50€,MasterCard,7,si,10€
1322,29,mujer,España,individual,120€,MasterCard,8,no,5€
1323,89,hombre,España,cuadruple,90€,otra,4,no,20€
1324,78,hombre,Colombia,cuadruple,70€,Visa,3,si,
1325,35,mujer,Colombia,doble,50€,Visa,6,no,10€
1326,63,mujer,España,doble,50€,MasterCard,7,no,
1327,71,hombre,Chile,individual,,Amex,8,si,15€
1328,90,mujer,Alemania,triple,150€,otra,6,no,20€
1329,38,hombre,EEUU,triple,70€,otra,1,no,10€
1330,33,hombre,Argentina,triple,,otra,1,no,15€
1331,42,mujer,España,triple,200€,Amex,8,si,15€
1332,63,hombre,Chile,individual,150€,Amex,10,si,20€
1333,29,hombre,Chile,doble,120€,otra,10,si,10€
1334,90,mujer,Francia,cuadruple,150€,Amex,2,si,5€
1335,68,mujer,EEUU,individual,90€,Amex,3,si,5€
1336,42,hombre,España,doble,120€,Visa,1,no,10€
1337,46,mujer,Alemania,individual,50€,Amex,3,no,10€
1338,45,mujer,Italia,cuadruple,,Amex,1,no,15€
1339,20,hombre,Colombia,individual,200€,Amex,6,si,5€
1340,37,mujer,España,triple,50€,Visa,6,no,
1341,51,hombre,Chile,cuadruple,,otra,9,no,
1342,63,mujer,Chile,cuadruple,150€,otra,1,si,5€
1343,56,mujer,EEUU,individual,50€,Amex,3,no,20€
1344,85,mujer,Italia,individual,,MasterCard,8,si,5€
1345,25,mujer,México,individual,90€,MasterCard,7,no,10€
1346,36,hombre,Chile,doble,90€,Amex,9,si,10€
1347,43,hombre,Colombia,cuadruple,50€,MasterCard,1,si,5€
1348,69,mujer,Argentina,triple,120€,MasterCard,6,si,5€
1349,90,mujer,Alemania,individual,70€,otra,6,si,20€
1350,87,mujer,Argentina,cuadruple,120€,Visa,7,si,5€
1351,48,mujer,Alemania,triple,120€,Amex,7,no,5€
1352,78,mujer,Francia,doble,200€,Visa,7,no,10€
1353,54,mujer,México,cuadruple,50€,Amex,8,no,15€
1354,58,mujer,Alemania,individual,50€,Amex,9,no,20€
1355,63,hombre,Alemania,triple,90€,MasterCard,6,si,15€
1356,46,hombre,Alemania,individual,90€,MasterCard,8,no,20€
1357,39,mujer,Alemania,triple,150€,Visa,3,si,10€
1358,52,hombre,España,triple,120€,otra,1,si,15€
1359,55,mujer,México,cuadruple,200€,otra,5,si,20€
1360,33,hombre,Francia,doble,150€,MasterCard,3,no,15€
1361,68,hombre,Italia,triple,70€,otra,1,no,20€
1362,59,hombre,Argentina,triple,,otra,6,si,10€
1363,78,hombre,EEUU,cuadruple,200€,Amex,9,no,5€
1364,59,mujer,Chile,triple,,otra,7,si,
1365,20,mujer,Colombia,doble,50€,Amex,9,no,20€
1366,54,hombre,Colombia,individual,90€,MasterCard,8,no,5€
1367,87,mujer,Chile,triple,70€,MasterCard,6,no,5€
1368,64,hombre,México,doble,70€,otra,1,no,5€
1369,38,mujer,Alemania,triple,,Amex,2,no,15€
1370,50,hombre,España,cuadruple,70€,otra,3,si,20€
1371,84,hombre,Alemania,triple,50€,Amex,7,si,
1372,88,hombre,EEUU,individual,90€,Visa,2,no,10€
1373,37,hombre,Alemania,cuadruple,50€,Visa,5,si,5€
1374,83,hombre,Argentina,individual,200€,otra,2,si,
1375,35,mujer,España,triple,70€,MasterCard,8,no,
1376,80,mujer,Francia,doble,,Visa,9,si,15€
1377,37,mujer,España,cuadruple,90€,otra,3,si,20€
1378,41,hombre,Italia,triple,50€,MasterCard,8,no,5€
1379,38,mujer,Francia,triple,90€,MasterCard,4,si,15€
1380,77,mujer,Alemania,doble,200€,Amex,8,si,10€
1381,76,hombre,Chile,doble,120€,MasterCard,4,si,15€
1382,63,mujer,EEUU,individual,70€,otra,8,si,20€
1383,35,mujer,Chile,cuadruple,150€,Visa,9,si,10€
1384,63,mujer,Argentina,doble,200€,Visa,8,no,
1385,60,mujer,EEUU,doble,90€,MasterCard,3,no,5€
1386,52,mujer,Argentina,cuadruple,120€,Amex,7,no,20€
1387,44,mujer,Colombia,doble,,Visa,1,no,15€
1388,22,hombre,Chile,doble,200€,MasterCard,8,no,
1389,27,hombre,Colombia,cuadruple,150€,otra,6,no,
1390,34,hombre,Italia,triple,200€,otra,7,no,
1391,44,hombre,España,cuadruple,90€,otra,4,no,20€
1392,44,hombre,España,doble,70€,MasterCard,10,si,5€
1393,76,mujer,Francia,individual,90€,MasterCard,3,si,10€
1394,74,mujer,México,doble,50€,Visa,3,si,15€
1395,22,mujer,Francia,doble,200€,MasterCard,3,si,20€
1396,69,mujer,EEUU,cuadruple,150€,Amex,7,no,
1397,80,hombre,Chile,triple,200€,MasterCard,3,si,10€
1398,45,mujer,EEUU,individual,120€,otra,9,no,15€
1399,72,hombre,México,cuadruple,120€,MasterCard,2,si,
1400,59,mujer,México,triple,50€,MasterCard,8,si,
1401,86,hombre,EEUU,doble,,Visa,1,no,20€
1402,20,mujer,Alemania,cuadruple,70€,otra,9,no,20€
1403,58,hombre,Colombia,triple,,otra,5,si,10€
1404,81,mujer,España,cuadruple,200€,MasterCard,10,no,5€
1405,29,mujer,Italia,cuadruple,150€,MasterCard,5,no,
1406,34,mujer,México,triple,150€,MasterCard,7,si,
1407,56,hombre,México,triple,200€,MasterCard,8,si,
1408,48,hombre,Chile,individual,120€,otra,1,si,15€
1409,72,mujer,Italia,cuadruple,150€,otra,2,si,10€
1410,19,hombre,Argentina,triple,150€,Visa,3,no,5€
1411,33,mujer,Argentina,triple,70€,otra,7,no,5€
